category,entity_type,entity,indicator,period,value,note,source
impact_employment,region,Shinyanga,Primary_Cooperatives,Dec-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Shinyanga,Total_Industries,Dec-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Simiyu,Secondary_Cooperatives,Dec-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Simiyu,Primary_Cooperatives,Dec-2023,1,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Simiyu,Total_Industries,Dec-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Singida,Secondary_Cooperatives,Dec-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Singida,Primary_Cooperatives,Dec-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Singida,Total_Industries,Dec-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Songwe,Secondary_Cooperatives,Dec-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Songwe,Primary_Cooperatives,Dec-2023,33,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Songwe,Total_Industries,Dec-2023,33,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tabora,Secondary_Cooperatives,Dec-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tabora,Primary_Cooperatives,Dec-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tabora,Total_Industries,Dec-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tanga,Secondary_Cooperatives,Dec-2023,1,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tanga,Primary_Cooperatives,Dec-2023,35,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,Tanga,Total_Industries,Dec-2023,36,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,TOTAL,Secondary_Cooperatives,Dec-2023,37,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,TOTAL,Primary_Cooperatives,Dec-2023,291,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_employment,region,TOTAL,Total_Industries,Dec-2023,328,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Sep 2021,SACCOS_Registered,Sep 2021,3946,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Sep 2021,SACCOS_Licensed,Sep 2021,533,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Sep 2021,License_Rate_Pct,Sep 2021,14,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2023,SACCOS_Registered,Jun 2023,2042,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2023,SACCOS_Licensed,Jun 2023,801,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2023,License_Rate_Pct,Jun 2023,39,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2023,Category_A,Jun 2023,662,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2023,Category_B,Jun 2023,139,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2025,SACCOS_Registered,Jun 2025,2159,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2025,SACCOS_Licensed,Jun 2025,982,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,national,Jun 2025,License_Rate_Pct,Jun 2025,45,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Category_A,Jun-2023,90,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Category_B,Jun-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Total,Jun-2023,97,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Category_A,Jun-2023,166,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Category_B,Jun-2023,55,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Total,Jun-2023,221,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Category_A,Jun-2023,30,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Category_B,Jun-2023,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Total,Jun-2023,35,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Category_A,Jun-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Category_B,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Total,Jun-2023,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Category_A,Jun-2023,25,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Category_B,Jun-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Total,Jun-2023,32,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Category_A,Jun-2023,24,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Category_B,Jun-2023,8,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Total,Jun-2023,32,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Category_A,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Total,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Category_A,Jun-2023,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Total,Jun-2023,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Category_A,Jun-2023,55,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Category_B,Jun-2023,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Total,Jun-2023,70,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Category_A,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Category_B,Jun-2023,1,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Total,Jun-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Category_A,Jun-2023,30,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Total,Jun-2023,30,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Category_A,Jun-2023,17,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Total,Jun-2023,17,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Category_A,Jun-2023,40,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Category_B,Jun-2023,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Total,Jun-2023,55,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,Category_A,Jun-2023,30,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,Category_B,Jun-2023,6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,Total,Jun-2023,36,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mtwara,Category_A,Jun-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mtwara,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mtwara,Total,Jun-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mwanza,Category_A,Jun-2023,23,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mwanza,Category_B,Jun-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mwanza,Total,Jun-2023,27,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Njombe,Category_A,Jun-2023,23,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Njombe,Category_B,Jun-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Njombe,Total,Jun-2023,26,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Pwani,Category_A,Jun-2023,20,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Pwani,Category_B,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Pwani,Total,Jun-2023,22,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Rukwa,Category_A,Jun-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Rukwa,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Rukwa,Total,Jun-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Ruvuma,Category_A,Jun-2023,14,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Ruvuma,Category_B,Jun-2023,1,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Ruvuma,Total,Jun-2023,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Shinyanga,Category_A,Jun-2023,9,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Shinyanga,Category_B,Jun-2023,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Shinyanga,Total,Jun-2023,11,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Simiyu,Category_A,Jun-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Simiyu,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Simiyu,Total,Jun-2023,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Singida,Category_A,Jun-2023,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Singida,Category_B,Jun-2023,1,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Singida,Total,Jun-2023,8,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Songwe,Category_A,Jun-2023,6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Songwe,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Songwe,Total,Jun-2023,6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tabora,Category_A,Jun-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tabora,Category_B,Jun-2023,0,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tabora,Total,Jun-2023,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tanga,Category_A,Jun-2023,23,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tanga,Category_B,Jun-2023,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tanga,Total,Jun-2023,28,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,TOTAL,Category_A,Jun-2023,662,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,TOTAL,Category_B,Jun-2023,139,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,TOTAL,Total,Jun-2023,801,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,SACCOS_Licensed,Jun-2025,106,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,SACCOS_Licensed,Jun-2025,271,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,SACCOS_Licensed,Jun-2025,51,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,SACCOS_Licensed,Jun-2025,13,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,SACCOS_Licensed,Jun-2025,37,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,SACCOS_Licensed,Jun-2025,37,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,SACCOS_Licensed,Jun-2025,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,SACCOS_Licensed,Jun-2025,7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,SACCOS_Licensed,Jun-2025,82,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,SACCOS_Licensed,Jun-2025,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,SACCOS_Licensed,Jun-2025,34,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,SACCOS_Licensed,Jun-2025,25,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,SACCOS_Licensed,Jun-2025,69,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,SACCOS_Licensed,Jun-2025,42,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mtwara,SACCOS_Licensed,Jun-2025,6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mwanza,SACCOS_Licensed,Jun-2025,32,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Njombe,SACCOS_Licensed,Jun-2025,33,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Pwani,SACCOS_Licensed,Jun-2025,29,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Rukwa,SACCOS_Licensed,Jun-2025,8,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Ruvuma,SACCOS_Licensed,Jun-2025,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Shinyanga,SACCOS_Licensed,Jun-2025,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Simiyu,SACCOS_Licensed,Jun-2025,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Singida,SACCOS_Licensed,Jun-2025,14,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Songwe,SACCOS_Licensed,Jun-2025,6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tabora,SACCOS_Licensed,Jun-2025,5,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Tanga,SACCOS_Licensed,Jun-2025,36,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,TOTAL,SACCOS_Licensed,Jun-2025,982,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,AMCOS,Registered_In_MUVU,Dec-2024,4128,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,SACCOS,Registered_In_MUVU,Dec-2024,1349,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,Union,Registered_In_MUVU,Dec-2024,47,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,Joint_Enterprise,Registered_In_MUVU,Dec-2024,28,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,Shirikisho,Registered_In_MUVU,Dec-2024,1,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,Others,Registered_In_MUVU,Dec-2024,1017,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,coop_type,TOTAL,Registered_In_MUVU,Dec-2024,6570,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Cotton sulphur,Quantity,FY2024/25,8632095,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Cotton sulphur,Value_TZS,FY2024/25,55866647024,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Equipment,Quantity,FY2024/25,89981,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Equipment,Value_TZS,FY2024/25,10436203498,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Fertilizers,Quantity,FY2024/25,2134559,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Fertilizers,Value_TZS,FY2024/25,282031846652,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Jute bags,Quantity,FY2024/25,9206788,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Jute bags,Value_TZS,FY2024/25,49599046355,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Polythene bags,Quantity,FY2024/25,297963,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Polythene bags,Value_TZS,FY2024/25,293483000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Powder sulphur,Quantity,FY2024/25,62538,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Powder sulphur,Value_TZS,FY2024/25,165597024280,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Seedlings,Quantity,FY2024/25,18471771,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Seedlings,Value_TZS,FY2024/25,1176419650,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Seeds,Quantity,FY2024/25,9647022,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Seeds,Value_TZS,FY2024/25,822035800,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Water sulphur,Quantity,FY2024/25,5446652,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,Water sulphur,Value_TZS,FY2024/25,120077294236,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,TOTAL,Quantity,FY2024/25,53989369,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,agro_input,TOTAL,Value_TZS,FY2024/25,685900000495,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_inclusion,category,Women_SACCOS,Count,FY2024/25,25,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_inclusion,category,Women_Non_Financial,Count,FY2024/25,25,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_inclusion,category,TOTAL,Count,FY2024/25,50,,TCDC/Ushirika statistics (ushirika.go.tz)
impact_inclusion,category,Regions_Covered,Count,FY2024/25,20,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Buildings,Count,2025,1246,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Buildings,Historical_Value_TZS,2025,9637440377,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Buildings,Market_Value_TZS,2025,807468209640,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Farms,Count,2025,408,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Farms,Historical_Value_TZS,2025,64968911000,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Farms,Market_Value_TZS,2025,271484301989,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Industries,Count,2025,224,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Industries,Historical_Value_TZS,2025,33730415000,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Industries,Market_Value_TZS,2025,35675484425,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Intangible_Assets,Count,2025,94,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Intangible_Assets,Historical_Value_TZS,2025,0,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Intangible_Assets,Market_Value_TZS,2025,980603268,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Machinery,Count,2025,596,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Machinery,Historical_Value_TZS,2025,30093977611,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Machinery,Market_Value_TZS,2025,20586535485,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Plots,Count,2025,723,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Plots,Historical_Value_TZS,2025,35547695136,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Plots,Market_Value_TZS,2025,117715515851,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Vehicles,Count,2025,541,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Vehicles,Historical_Value_TZS,2025,14053983116,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Vehicles,Market_Value_TZS,2025,12292735809,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Warehouses,Count,2025,516,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Warehouses,Historical_Value_TZS,2025,40009837803,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,Warehouses,Market_Value_TZS,2025,52603901588,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,TOTAL,Count,2025,4348,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,TOTAL,Historical_Value_TZS,2025,908042260043,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,asset_type,TOTAL,Market_Value_TZS,2025,1318807288055,,TCDC/Ushirika statistics (ushirika.go.tz)
demography,region,Arusha,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Arusha,Capital,2022,Arusha,,NBS 2022 Population & Housing Census
demography,region,Arusha,Population_2022,2022,2356255,,NBS 2022 Population & Housing Census
demography,region,Arusha,Area_Km2,2022,37576,,NBS 2022 Population & Housing Census
demography,region,Arusha,Density_Per_Km2,2022,62.7,,NBS 2022 Population & Housing Census
demography,region,Dar es Salaam,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Dar es Salaam,Capital,2022,Dar es Salaam,,NBS 2022 Population & Housing Census
demography,region,Dar es Salaam,Population_2022,2022,5383728,,NBS 2022 Population & Housing Census
demography,region,Dar es Salaam,Area_Km2,2022,1393,,NBS 2022 Population & Housing Census
demography,region,Dar es Salaam,Density_Per_Km2,2022,3864.8,,NBS 2022 Population & Housing Census
demography,region,Dodoma,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Dodoma,Capital,2022,Dodoma,,NBS 2022 Population & Housing Census
demography,region,Dodoma,Population_2022,2022,3085625,,NBS 2022 Population & Housing Census
demography,region,Dodoma,Area_Km2,2022,41311,,NBS 2022 Population & Housing Census
demography,region,Dodoma,Density_Per_Km2,2022,74.7,,NBS 2022 Population & Housing Census
demography,region,Geita,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Geita,Capital,2022,Geita,,NBS 2022 Population & Housing Census
demography,region,Geita,Population_2022,2022,2977608,,NBS 2022 Population & Housing Census
demography,region,Geita,Area_Km2,2022,20054,,NBS 2022 Population & Housing Census
demography,region,Geita,Density_Per_Km2,2022,148.5,,NBS 2022 Population & Housing Census
demography,region,Iringa,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Iringa,Capital,2022,Iringa,,NBS 2022 Population & Housing Census
demography,region,Iringa,Population_2022,2022,1192728,,NBS 2022 Population & Housing Census
demography,region,Iringa,Area_Km2,2022,35503,,NBS 2022 Population & Housing Census
demography,region,Iringa,Density_Per_Km2,2022,33.6,,NBS 2022 Population & Housing Census
demography,region,Kagera,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Kagera,Capital,2022,Bukoba,,NBS 2022 Population & Housing Census
demography,region,Kagera,Population_2022,2022,2989299,,NBS 2022 Population & Housing Census
demography,region,Kagera,Area_Km2,2022,25265,,NBS 2022 Population & Housing Census
demography,region,Kagera,Density_Per_Km2,2022,118.3,,NBS 2022 Population & Housing Census
demography,region,Katavi,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Katavi,Capital,2022,Mpanda,,NBS 2022 Population & Housing Census
demography,region,Katavi,Population_2022,2022,1152958,,NBS 2022 Population & Housing Census
demography,region,Katavi,Area_Km2,2022,45843,,NBS 2022 Population & Housing Census
demography,region,Katavi,Density_Per_Km2,2022,25.2,,NBS 2022 Population & Housing Census
demography,region,Kigoma,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Kigoma,Capital,2022,Kigoma,,NBS 2022 Population & Housing Census
demography,region,Kigoma,Population_2022,2022,2470967,,NBS 2022 Population & Housing Census
demography,region,Kigoma,Area_Km2,2022,45066,,NBS 2022 Population & Housing Census
demography,region,Kigoma,Density_Per_Km2,2022,54.8,,NBS 2022 Population & Housing Census
demography,region,Kilimanjaro,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Kilimanjaro,Capital,2022,Moshi,,NBS 2022 Population & Housing Census
demography,region,Kilimanjaro,Population_2022,2022,1861934,,NBS 2022 Population & Housing Census
demography,region,Kilimanjaro,Area_Km2,2022,13250,,NBS 2022 Population & Housing Census
demography,region,Kilimanjaro,Density_Per_Km2,2022,140.5,,NBS 2022 Population & Housing Census
demography,region,Lindi,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Lindi,Capital,2022,Lindi,,NBS 2022 Population & Housing Census
demography,region,Lindi,Population_2022,2022,1194028,,NBS 2022 Population & Housing Census
demography,region,Lindi,Area_Km2,2022,66669,,NBS 2022 Population & Housing Census
demography,region,Lindi,Density_Per_Km2,2022,17.9,,NBS 2022 Population & Housing Census
demography,region,Manyara,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Manyara,Capital,2022,Babati,,NBS 2022 Population & Housing Census
demography,region,Manyara,Population_2022,2022,1892502,,NBS 2022 Population & Housing Census
demography,region,Manyara,Area_Km2,2022,44522,,NBS 2022 Population & Housing Census
demography,region,Manyara,Density_Per_Km2,2022,42.5,,NBS 2022 Population & Housing Census
demography,region,Mara,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Mara,Capital,2022,Musoma,,NBS 2022 Population & Housing Census
demography,region,Mara,Population_2022,2022,2372015,,NBS 2022 Population & Housing Census
demography,region,Mara,Area_Km2,2022,21760,,NBS 2022 Population & Housing Census
demography,region,Mara,Density_Per_Km2,2022,109,,NBS 2022 Population & Housing Census
demography,region,Mbeya,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Mbeya,Capital,2022,Mbeya,,NBS 2022 Population & Housing Census
demography,region,Mbeya,Population_2022,2022,2343754,,NBS 2022 Population & Housing Census
demography,region,Mbeya,Area_Km2,2022,35954,,NBS 2022 Population & Housing Census
demography,region,Mbeya,Density_Per_Km2,2022,65.2,,NBS 2022 Population & Housing Census
demography,region,Morogoro,Zone,2022,Mainland,,NBS 2022 Population & Housing Census
demography,region,Morogoro,Capital,2022,Morogoro,,NBS 2022 Population & Housing Census
demography,region,Morogoro,Population_2022,2022,3197104,,NBS 2022 Population & Housing Census
demography,region,Morogoro,Area_Km2,2022,70624,,NBS 2022 Population & Housing Census
demography,region,Morogoro,Density_Per_Km2,2022,45.3,,NBS 2022 Population & Housing Census
