category,entity_type,entity,indicator,period,value,note,source
cooperatives,region,Ruvuma,Total_Cooperatives_Jun2025,FY2024/25,308,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Ruvuma,Total_Cooperatives_Jun2024,FY2024/25,301,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Ruvuma,New_Cooperatives_FY2024_25,FY2024/25,7,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Shinyanga,AMCOS,FY2024/25,248,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Shinyanga,Total_Cooperatives_Jun2025,FY2024/25,312,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Shinyanga,Total_Cooperatives_Jun2024,FY2024/25,283,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Shinyanga,New_Cooperatives_FY2024_25,FY2024/25,29,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Simiyu,AMCOS,FY2024/25,335,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Simiyu,Total_Cooperatives_Jun2025,FY2024/25,372,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Simiyu,Total_Cooperatives_Jun2024,FY2024/25,369,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Simiyu,New_Cooperatives_FY2024_25,FY2024/25,3,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Singida,AMCOS,FY2024/25,87,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Singida,Total_Cooperatives_Jun2025,FY2024/25,129,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Singida,Total_Cooperatives_Jun2024,FY2024/25,115,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Singida,New_Cooperatives_FY2024_25,FY2024/25,14,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Songwe,AMCOS,FY2024/25,234,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Songwe,Total_Cooperatives_Jun2025,FY2024/25,275,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Songwe,Total_Cooperatives_Jun2024,FY2024/25,238,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Songwe,New_Cooperatives_FY2024_25,FY2024/25,37,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tabora,AMCOS,FY2024/25,480,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tabora,Total_Cooperatives_Jun2025,FY2024/25,615,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tabora,Total_Cooperatives_Jun2024,FY2024/25,558,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tabora,New_Cooperatives_FY2024_25,FY2024/25,57,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tanga,AMCOS,FY2024/25,79,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tanga,Total_Cooperatives_Jun2025,FY2024/25,257,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tanga,Total_Cooperatives_Jun2024,FY2024/25,248,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,Tanga,New_Cooperatives_FY2024_25,FY2024/25,9,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,TOTAL,AMCOS,FY2024/25,4619,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,TOTAL,Total_Cooperatives_Jun2025,FY2024/25,7984,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,TOTAL,Total_Cooperatives_Jun2024,FY2024/25,7604,,TCDC/Ushirika statistics (ushirika.go.tz)
cooperatives,region,TOTAL,New_Cooperatives_FY2024_25,FY2024/25,380,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Production_Tonnes,FY2024/25,117464.24,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Value_TZS,FY2024/25,687305154482,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Value_TZS_Billions,FY2024/25,687.31,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Production_Tonnes,FY2024/25,409038.6,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Value_TZS,FY2024/25,1469036244102,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Value_TZS_Billions,FY2024/25,1469.04,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Production_Tonnes,FY2024/25,130644.37,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Value_TZS,FY2024/25,176369892750,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Value_TZS_Billions,FY2024/25,176.37,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Production_Tonnes,FY2024/25,53532.11,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Value_TZS,FY2024/25,605737995702,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Value_TZS_Billions,FY2024/25,605.74,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Production_Tonnes,FY2024/25,145297.43,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Value_TZS,FY2024/25,534429302261,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Value_TZS_Billions,FY2024/25,534.43,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Production_Tonnes,FY2024/25,10675.09,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Value_TZS,FY2024/25,228798028788,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Value_TZS_Billions,FY2024/25,228.8,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Production_Tonnes,FY2024/25,61215.56,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Value_TZS,FY2024/25,238740645000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Value_TZS_Billions,FY2024/25,238.74,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Production_Tonnes,FY2024/25,24825,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Value_TZS,FY2024/25,9085950,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Value_TZS_Billions,FY2024/25,0.01,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Production_Tonnes,FY2024/25,96044.45,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Value_TZS,FY2024/25,190803447143,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Value_TZS_Billions,FY2024/25,190.8,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soya Beans,Production_Tonnes,FY2024/25,1204.2,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soya Beans,Value_TZS,FY2024/25,1812093471,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soya Beans,Value_TZS_Billions,FY2024/25,1.81,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Chick Peas,Production_Tonnes,FY2024/25,20729.22,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Chick Peas,Value_TZS,FY2024/25,40809705710,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Chick Peas,Value_TZS_Billions,FY2024/25,40.81,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Green Gram,Production_Tonnes,FY2024/25,2220.3,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Green Gram,Value_TZS,FY2024/25,3097319895,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Green Gram,Value_TZS_Billions,FY2024/25,3.1,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugarcane,Production_Tonnes,FY2024/25,1159237.91,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugarcane,Value_TZS,FY2024/25,98013413050,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugarcane,Value_TZS_Billions,FY2024/25,98.01,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Maize,Production_Tonnes,FY2024/25,5241,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Maize,Value_TZS,FY2024/25,3537675000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Maize,Value_TZS_Billions,FY2024/25,3.54,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pyrethrum,Production_Tonnes,FY2024/25,3,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pyrethrum,Value_TZS,FY2024/25,11100000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pyrethrum,Value_TZS_Billions,FY2024/25,0.01,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,TOTAL,Production_Tonnes,FY2024/25,2237372.47,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,TOTAL,Value_TZS,FY2024/25,4278511103303,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,TOTAL,Value_TZS_Billions,FY2024/25,4278.51,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Sales_Weight_Kg_FY2023,FY2023-FY2025,79170426,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Sales_Value_TZS_FY2023,FY2023-FY2025,245130003228,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Production_Tonnes_FY2025,FY2023-FY2025,145297430,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sesame,Value_TZS_FY2025,FY2023-FY2025,534429302261,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Sales_Weight_Kg_FY2023,FY2023-FY2025,175268966,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Sales_Value_TZS_FY2023,FY2023-FY2025,325930188119,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Production_Tonnes_FY2025,FY2023-FY2025,409038600,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cashew Nuts,Value_TZS_FY2025,FY2023-FY2025,1469036244102,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Sales_Weight_Kg_FY2023,FY2023-FY2025,174921502,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Sales_Value_TZS_FY2023,FY2023-FY2025,313256754000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Production_Tonnes_FY2025,FY2023-FY2025,130644370,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cotton,Value_TZS_FY2025,FY2023-FY2025,176369892750,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Sales_Weight_Kg_FY2023,FY2023-FY2025,55041758,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Sales_Value_TZS_FY2023,FY2023-FY2025,357755593782,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Production_Tonnes_FY2025,FY2023-FY2025,53532110,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Coffee,Value_TZS_FY2025,FY2023-FY2025,605737995702,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Sales_Weight_Kg_FY2023,FY2023-FY2025,60874846,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Sales_Value_TZS_FY2023,FY2023-FY2025,250227232286,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Production_Tonnes_FY2025,FY2023-FY2025,117464240,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tobacco,Value_TZS_FY2025,FY2023-FY2025,687305154482,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Sales_Weight_Kg_FY2023,FY2023-FY2025,8868505,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Sales_Value_TZS_FY2023,FY2023-FY2025,37919884675,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Production_Tonnes_FY2025,FY2023-FY2025,10675090,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Cocoa,Value_TZS_FY2025,FY2023-FY2025,228798028788,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Sales_Weight_Kg_FY2023,FY2023-FY2025,2838953,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Sales_Value_TZS_FY2023,FY2023-FY2025,9611059550,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Production_Tonnes_FY2025,FY2023-FY2025,61215560,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sisal,Value_TZS_FY2025,FY2023-FY2025,238740645000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Sales_Weight_Kg_FY2023,FY2023-FY2025,13266460,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Sales_Value_TZS_FY2023,FY2023-FY2025,87451210873,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Production_Tonnes_FY2025,FY2023-FY2025,24825000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Tea,Value_TZS_FY2025,FY2023-FY2025,9085950,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Sales_Weight_Kg_FY2023,FY2023-FY2025,5431983,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Sales_Value_TZS_FY2023,FY2023-FY2025,4420536587,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Production_Tonnes_FY2025,FY2023-FY2025,96044450,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Pigeon Peas,Value_TZS_FY2025,FY2023-FY2025,190803447143,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soybeans,Sales_Weight_Kg_FY2023,FY2023-FY2025,5152290,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soybeans,Sales_Value_TZS_FY2023,FY2023-FY2025,6267650000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soybeans,Production_Tonnes_FY2025,FY2023-FY2025,1204200,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Soybeans,Value_TZS_FY2025,FY2023-FY2025,1812093471,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugar Cane,Sales_Weight_Kg_FY2023,FY2023-FY2025,1243664000,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugar Cane,Sales_Value_TZS_FY2023,FY2023-FY2025,109321853560,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugar Cane,Production_Tonnes_FY2025,FY2023-FY2025,1159237910,,TCDC/Ushirika statistics (ushirika.go.tz)
agriculture_trade,crop,Sugar Cane,Value_TZS_FY2025,FY2023-FY2025,98013413050,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Registered_SACCOS,Sep-2021,183,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Licensed_SACCOS,Sep-2021,68,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,License_Rate_Pct,Sep-2021,37,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Share_Capital_Millions_TZS,Sep-2021,9198.84,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Savings_Millions_TZS,Sep-2021,28783.6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Deposits_Millions_TZS,Sep-2021,1418.37,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Arusha,Loans_Issued_Millions_TZS,Sep-2021,26872.1,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Registered_SACCOS,Sep-2021,806,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Licensed_SACCOS,Sep-2021,159,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,License_Rate_Pct,Sep-2021,20,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Share_Capital_Millions_TZS,Sep-2021,76385.96,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Savings_Millions_TZS,Sep-2021,364352.78,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Deposits_Millions_TZS,Sep-2021,11077.7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dar es Salaam,Loans_Issued_Millions_TZS,Sep-2021,396177.64,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Registered_SACCOS,Sep-2021,159,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Licensed_SACCOS,Sep-2021,25,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,License_Rate_Pct,Sep-2021,16,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Share_Capital_Millions_TZS,Sep-2021,4286.67,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Savings_Millions_TZS,Sep-2021,8224.51,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Deposits_Millions_TZS,Sep-2021,1750.46,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Dodoma,Loans_Issued_Millions_TZS,Sep-2021,11028.44,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Registered_SACCOS,Sep-2021,266,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Licensed_SACCOS,Sep-2021,4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,License_Rate_Pct,Sep-2021,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Share_Capital_Millions_TZS,Sep-2021,1163.04,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Savings_Millions_TZS,Sep-2021,1137.4,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Deposits_Millions_TZS,Sep-2021,520.65,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Geita,Loans_Issued_Millions_TZS,Sep-2021,1016.61,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Registered_SACCOS,Sep-2021,110,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Licensed_SACCOS,Sep-2021,24,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,License_Rate_Pct,Sep-2021,22,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Share_Capital_Millions_TZS,Sep-2021,4154.77,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Savings_Millions_TZS,Sep-2021,7047.07,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Deposits_Millions_TZS,Sep-2021,1376.12,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Iringa,Loans_Issued_Millions_TZS,Sep-2021,7372.68,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Registered_SACCOS,Sep-2021,187,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Licensed_SACCOS,Sep-2021,23,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,License_Rate_Pct,Sep-2021,12,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Share_Capital_Millions_TZS,Sep-2021,5363.64,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Savings_Millions_TZS,Sep-2021,6756.17,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Deposits_Millions_TZS,Sep-2021,985.18,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kagera,Loans_Issued_Millions_TZS,Sep-2021,12588.92,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Registered_SACCOS,Sep-2021,26,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Licensed_SACCOS,Sep-2021,2,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,License_Rate_Pct,Sep-2021,8,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Share_Capital_Millions_TZS,Sep-2021,49.41,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Savings_Millions_TZS,Sep-2021,345.72,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Deposits_Millions_TZS,Sep-2021,0.09,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Katavi,Loans_Issued_Millions_TZS,Sep-2021,425.24,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Registered_SACCOS,Sep-2021,94,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Licensed_SACCOS,Sep-2021,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,License_Rate_Pct,Sep-2021,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Share_Capital_Millions_TZS,Sep-2021,44.82,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Savings_Millions_TZS,Sep-2021,202.14,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Deposits_Millions_TZS,Sep-2021,0.52,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kigoma,Loans_Issued_Millions_TZS,Sep-2021,184.73,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Registered_SACCOS,Sep-2021,244,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Licensed_SACCOS,Sep-2021,36,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,License_Rate_Pct,Sep-2021,15,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Share_Capital_Millions_TZS,Sep-2021,9372.62,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Savings_Millions_TZS,Sep-2021,43271.51,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Deposits_Millions_TZS,Sep-2021,8900.03,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Kilimanjaro,Loans_Issued_Millions_TZS,Sep-2021,39105.79,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Registered_SACCOS,Sep-2021,26,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Licensed_SACCOS,Sep-2021,3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,License_Rate_Pct,Sep-2021,12,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Share_Capital_Millions_TZS,Sep-2021,670.93,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Savings_Millions_TZS,Sep-2021,1093.71,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Deposits_Millions_TZS,Sep-2021,321.25,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Lindi,Loans_Issued_Millions_TZS,Sep-2021,1214.85,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Registered_SACCOS,Sep-2021,79,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Licensed_SACCOS,Sep-2021,14,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,License_Rate_Pct,Sep-2021,18,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Share_Capital_Millions_TZS,Sep-2021,1276.6,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Savings_Millions_TZS,Sep-2021,781.21,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Deposits_Millions_TZS,Sep-2021,538.04,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Manyara,Loans_Issued_Millions_TZS,Sep-2021,3175.12,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Registered_SACCOS,Sep-2021,94,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Licensed_SACCOS,Sep-2021,12,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,License_Rate_Pct,Sep-2021,13,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Share_Capital_Millions_TZS,Sep-2021,2305.16,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Savings_Millions_TZS,Sep-2021,1450.52,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Deposits_Millions_TZS,Sep-2021,555.3,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mara,Loans_Issued_Millions_TZS,Sep-2021,3322.33,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Registered_SACCOS,Sep-2021,171,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Licensed_SACCOS,Sep-2021,39,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,License_Rate_Pct,Sep-2021,23,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Share_Capital_Millions_TZS,Sep-2021,17624.48,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Savings_Millions_TZS,Sep-2021,21856.71,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Deposits_Millions_TZS,Sep-2021,5887.7,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Mbeya,Loans_Issued_Millions_TZS,Sep-2021,25773.68,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,Registered_SACCOS,Sep-2021,141,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,Licensed_SACCOS,Sep-2021,26,,TCDC/Ushirika statistics (ushirika.go.tz)
finance_access,region,Morogoro,License_Rate_Pct,Sep-2021,18,,TCDC/Ushirika statistics (ushirika.go.tz)
